test_tweet,actual_label,predicted_label
 exactly now they wanna play victim card when they get lashings,2,1
 i aint even trying to play victim card but im just saying if people know me then they know i care about my friends the clip was completely taken out of context and i knew kids would be stupid about it i literally said how he should just balance everyone and everything,2,1
   playing the victim card again shey una no get sense ni perhaps u guys have but just dont know how to make use of it,2,1
the much mouldered victim card is used by losers,1,2
i cant take this embarrassing fandom who likes to pull the victim card ,2,2
    no doubt where the hell did they think this was going to end give an inch they take ten miles say anything about it they play the victim card big gay inc needs to wtf up about trans rights or else it will destroy everything imh,2,1
contrary to popular belief theres a lot of correlation between arab supremacistsnationalists like assad and western white supremacists going back to when the bndbka both allowed the munich terror attacks if not more tankies join their far right comrades in defending assad ,2,1
 makes you wonder why the arab muslim countries are sucking up to the israeli terror state is it about money are they being extorted sudan,2,2
oh look whos talkingrichard medhurst supporter of israeli-arab conflict and supporter of jihadist terror groups like hamas iran regime and spreading lies abd myths about israel hes also a assad apologist#shameonisraelhaters ,2,2
 whats more is egypt is sowing the seeds in ethiopia  to export terror to us by connecting #gerd to the arab countries rivers feeding nile start and end in africa but the export of water to the middle east in the form of agricultural products is their military business at risk,2,1
1 st time i watched it a arab guy was yelling in the middle of the street in obvious distress cop immediately rights him up and arrests him after its clear he is alerting them to a terror attack the cop still treats him like a suspect the whole show no apologies  ,2,1
another zionist terror attack on palestinians and arab countries leaders as always just turn a blind eye and a deaf ear the world better do something to stop israels terrorism#gazaunderattack #__ ,2,1
the arab spring promised to end dictatorship and bring self-government to people across the middle east yet everywhere except tunisia it led to either renewed dictatorship civil war extremist terror or all three #revolutions,2,1
study the history of opposition to us foreign policy in the post-ww2 period cold war civil rights responses to the cuban revolution the anti-vietnam war and the anti-apartheid movements arab american community activism in response to the war on terror  ,2,1
how israel kept the arab spring from becoming the winter of its discontent the islamic states caliphate was smashed and al-qaeda-linked groups have rejected it in syria as senior leaders continue to be  #terror #islamicstate #islamicterrorism,2,1
as long as there are arab mks who refuse to recognize terrorism for what it is they are not marriage material for political legitimacy it is the minimum we owe to the thousands of victims of terrorism and hostilities whose memory we commemorate ,2,1
 people of kerala should work for making kerala again as the land of lord guruvayur and padmanabh swamyall the terror camps in disguised as masjids should be closedthe main cause is funding from arab countries for making india an islamic state,2,2
  why would they think the world is safe have they just forgotten 911 maybe a new wave of afghanistan-launched terror attacks will traumatise them and given they demand safety theyll actually be on board with sorting out the arab world properly this time,2,1
 in the arab sector it is a problem in the jewish sector it is practically unheard ofnon terrorism bombings however are shockingly common mafia assasinations,2,1
denmarks public prosecutor said on thursday it had charged three members of an iranian arab opposition group for financing and supporting terrorist activity in iran in collaboration with saudi arabian intelligence services,2,2
 reminds me of some strict arab countries such as uae sa and those assholes that brought terror for yearsand still trying to found a fundamental state so the us is way more alike to its enemies than we thought o wait they trade not only oil but values too apparently,2,2
three leaders of an iranian arab separatist group will go on trial in #denmark on april 29 accused of financing and promoting terrorism in #iran with #saudiarabias backing,2,2
did you know that wikipedia cites brianna wus comments trying to connect #gamergate to the capitol riots thats how fucked that article is still almost seven years later,2,2
the public is entitled to as much information as possible to judge the reliability and motivations of sources #gamergate,2,2
avoid surreptitious information gathering unless traditional open methods will not yield information vital to the public #gamergate,2,2
 i want to apologize for how #gamergate shaped my thinking and attitudes about everything since this online movement was co-opted by the right wing and i agree with a lot of what the commentators said back then i was radicalized and should probably seek counseling,2,2
i got into an argument with my wife today and it had everything to do with #gamergate i just want to apologize to my wife right now for the person i was and turned into during #gamergate it hurts my marriage to this day we might have to seek counseling or even get a divorce,2,2
